source,target
5363482,5397502
5363482,5371900
5363482,5413858
5363482,5525479
5363482,5391293
5363482,5397420
5363693,5406837
5363693,5410828
5363693,5376034
5363693,5433040
5363693,5387988
5363693,5392091
5363693,5368551
5363693,5414629
5363693,5375143
5363693,5363887
5363693,5376342
5363693,5379423
5363693,5396828
5363693,5392710
5363693,5376355
5363693,5390610
5363693,5377293
5363693,5388080
5363693,5373240
5363693,5376829
5363693,5425625
5363693,5609413
5363693,5413352
5363693,5363695
5363693,5373339
5363695,5406837
5363695,5410828
5363695,5376034
5363695,5433040
5363695,5387988
5363695,5368551
5363695,5414629
5363695,5375143
5363695,5363887
5363695,5376342
5363695,5379423
5363695,5418315
5363695,5376355
5363695,5390610
5363695,5377293
5363695,5376829
5363695,5413352
5363864,5565537
5363864,5525285
5363864,5402874
5363864,5376740
5363887,5406837
5363887,5428236
5363887,5376034
5363887,5433040
5363887,5387988
5363887,5375143
5363887,5389143
5363887,5379423
5363887,5373795
5363887,5377293
5363887,5373240
5363887,5366771
5363887,5413352
5364018,5391439
5364018,5372952
5364018,5545993
5364018,5420093
5364018,5398770
5364018,5448941
5364018,5625161
5364018,5376268
5364018,5669154
5364018,5408142
5364018,5427639
5364018,5381747
5364018,5422806
5364018,5382850
5364018,5461706
5364018,5375633
5364018,5449400
5364018,5489480
5364018,5490486
5364344,5375440
5364344,5375441
5364344,5426265
5364344,5477985
5364344,5482768
5364344,5371669
5364344,5428737
5364344,5423241
5364344,5599660
5364344,5399214
5364344,5392173
5364386,5412693
5364386,5436013
5364386,5371669
5364386,5433884
5364386,5652741
5364386,5507074
5364386,5426699
5364386,5364751
5364386,5383472
5364386,5375440
5364386,5365465
5364386,5365908
5364386,5374878
5364386,5399970
5364386,5387424
5364750,5371860
5364750,5464339
5364750,5613458
5364750,5382667
5364750,5436479
5364750,5378470
5364750,5445930
5364751,5601875
5364751,5375043
5364751,5391425
5364751,5398644
5364751,5383291
5364751,5366908
5364751,5436013
5364751,5370395
5364751,5402136
5364751,5433884
5364751,5507074
5364751,5426699
5364751,5365465
5364751,5374149
5364751,5366003
5364751,5381884
5364751,5393647
5364751,5423763
5364751,5365908
5364751,5413018
5364751,5413017
5364751,5380764
5364751,5376131
5364751,5374087
5364751,5368969
5364751,5392055
5364751,5387424
5364751,5367461
5364751,5399214
5364751,5421909
5364751,5412693
5364751,5413747
5364751,5370233
5364751,5375356
5364751,5367150
5364751,5482768
5364751,5371669
5364751,5376789
5364751,5456666
5364751,5384472
5364751,5652741
5364751,5388080
5364751,5383472
5364751,5392173
5364751,5375440
5364751,5443547
5364751,5374428
5364751,5397502
5364751,5525479
5364751,5374878
5364751,5413768
5364751,5399970
5364751,5421479
5364878,5462107
5364878,5578864
5364878,5591044
5364878,5591048
5364878,5423328
5364878,5370010
5364878,5484723
5364878,5550447
5364878,5390610
5364878,5374422
5364878,5374424
5364878,5425625
5364878,5452227
5364878,5413352
5364878,5439920
5364878,5454456
5364878,5536276
5364878,5460535
5364878,5368381
5364878,5628669
5364878,5903085
5364878,5532288
5364878,5569205
5364878,5387081
5364878,5368701
5364878,5387029
5364878,5407498
5364878,5524268
5364878,6087768
5364878,5375089
5364878,5430300
5364878,5377053
5364878,5418032
5364878,5551257
5364878,5368969
5364878,5379238
5364878,5418246
5364878,5375474
5364878,5400130
5364878,5426705
5364878,5486213
5364878,5371532
5364878,5568188
5364878,5500582
5364878,5369719
5364878,5377807
5364878,5642036
5364878,5398311
5364878,5416917
5364878,5443547
5364878,5373828
5364878,6035382
5365030,5369939
5365030,5396823
5365030,5422933
5365030,5370233
5365030,5383291
5365030,5399312
5365030,5415424
5365030,5403697
5365030,5557035
5365030,5375440
5365030,5375441
5365030,5413073
5365030,5379314
5365030,5366003
5365030,5397502
5365030,5387758
5365030,5385363
5365030,5400986
5365030,5369998
5365030,5392055
5365030,5411007
5365030,5399214
5365066,5711482
5365066,5396584
5365066,5432049
5365066,5418489
5365138,5387604
5365138,6004597
5365138,5392173
5365138,5375441
5365138,5383094
5365138,5383098
5365138,5380518
5365141,5426265
5365141,5391425
5365141,5671960
5365141,5678278
5365141,5605603
5365141,5413017
5365141,5385373
5365141,5368163
5365141,5388563
5365141,5379375
5365141,5546494
5365141,5367185
5365141,5388678
5365141,5375418
5365141,5421479
5365141,5387898
5365141,5455462
5365141,5402136
5365141,5379639
5365141,5373645
5365141,5384952
5365141,5452524
5365141,5385874
5365141,5474957
5365141,5367618
5365141,5565295
5365141,5399312
5365141,5371669
5365141,5388080
5365141,5443547
5365141,5397502
5365141,5393378
5365141,5371821
5365141,5371820
5365465,5464656
5365465,5426265
5365465,5375043
5365465,5398644
5365465,5366908
5365465,5436013
5365465,5402136
5365465,5433884
5365465,5507074
5365465,5426699
5365465,5369913
5365465,5650493
5365465,5376200
5365465,5393647
5365465,5385363
5365465,5365908
5365465,5413018
5365465,5380764
5365465,5368969
5365465,5387424
5365465,5399214
5365465,5421909
5365465,5412693
5365465,5413747
5365465,5375356
5365465,5482768
5365465,5371669
5365465,5652741
5365465,5411080
5365465,5388080
5365465,5383472
5365465,5402425
5365465,5375440
5365465,5374428
5365465,5378504
5365465,5397502
5365465,5371900
5365465,5520357
5365465,5525479
5365465,5489643
5365465,5367185
5365465,5374878
5365465,5368252
5365465,5399970
5365908,5426265
5365908,5375043
5365908,5398644
5365908,5383291
5365908,5366908
5365908,5436013
5365908,5433884
5365908,5507074
5365908,5393418
5365908,5426699
5365908,5379639
5365908,5374149
5365908,5384439
5365908,5393647
5365908,5386991
5365908,5385363
5365908,5413018
5365908,5380764
5365908,5385373
5365908,5368969
5365908,5387424
5365908,5388459
5365908,5399214
5365908,5421909
5365908,5412693
5365908,5494620
5365908,5413747
5365908,5375356
5365908,5399312
5365908,5482768
5365908,5371669
5365908,5652741
5365908,5388080
5365908,5383472
5365908,5375440
5365908,5374428
5365908,5397502
5365908,5371900
5365908,5525479
5365908,5374878
5365908,5744050
5365908,5368252
5365908,5399970
5365908,5437862
5365908,5421479
5366003,5369939
5366003,5396823
5366003,5422933
5366003,6355822
5366003,5375043
5366003,5400908
5366003,5383291
5366003,5366908
5366003,5393250
5366003,5399312
5366003,5371669
5366003,5415424
5366003,5403697
5366003,5430068
5366003,5369846
5366003,5387758
5366003,5413018
5366003,5374878
5366003,5426867
5366003,5411007
5366003,5734819
5366071,5466183
5366153,5456477
5366153,5367872
5366153,5437516
5366153,5390206
5366153,5410017
5366153,5368551
5366153,5387419
5366153,5379739
5366153,5370894
5366153,5405372
5366153,5397420
5366619,5381696
5366619,5392754
5366619,5660273
5366619,5387898
5366619,5462887
5366619,5402986
5366619,5409389
5366619,5469969
5366619,5380871
5366619,5497612
5366619,5414690
5366619,5437736
5366619,5726674
5366619,5726673
5366619,5373936
5366619,5369576
5366619,5414546
5366619,5379254
5366619,5452217
5366619,5408163
5366619,5427630
5366771,5381747
5366771,5406837
5366771,5381688
5366771,5387988
5366771,5459607
5366771,5376131
5366771,5375143
5366771,5376342
5366771,5379423
5366771,5392710
5366771,5375819
5366771,5373795
5366771,5377293
5366771,5373240
5366771,5376829
5366771,5413352
5366771,5384116
5366771,5402019
5366908,5377619
5366908,5369939
5366908,5375043
5366908,5398644
5366908,5396584
5366908,5391465
5366908,5426699
5366908,5403697
5366908,5410344
5366908,5393647
5366908,5413018
5366908,5380764
5366908,5368969
5366908,5426867
5366908,5392055
5366908,5387424
5366908,5396823
5366908,5421909
5366908,6355822
5366908,5400908
5366908,5413747
5366908,5375356
5366908,5393250
5366908,5482768
5366908,5371669
5366908,5388080
5366908,5430068
5366908,5375440
5366908,5369819
5366908,5374428
5366908,5397502
5366908,5413858
5366908,5525479
5366908,5400986
5366908,5374878
5366908,5550003
5366908,5734819
5366908,5397420
5367150,5426265
5367150,5391425
5367150,5398644
5367150,5379639
5367150,5384952
5367150,5399214
5367150,5413747
5367150,5370233
5367150,5375356
5367150,5380971
5367150,5371669
5367150,5376789
5367150,5443547
5367150,5397502
5367150,5415320
5367150,5391291
5367150,5391295
5367150,5391293
5367184,5418032
5367184,5410871
5367184,5376193
5367184,5509788
5367184,5368969
5367184,5424963
5367184,5409614
5367184,5387029
5367184,5407498
5367184,5642036
5367184,5417264
5367184,5572896
5367184,5443547
5367184,5374424
5367184,5556163
5367184,5434879
5367184,5389805
5367184,5367185
5367185,5377619
5367185,5402136
5367185,5369913
5367185,5376200
5367185,5381364
5367185,5413018
5367185,5391000
5367185,5413017
5367185,5380764
5367185,5368969
5367185,5369998
5367185,5424963
5367185,5417264
5367185,5402425
5367185,5397502
5367185,5369314
5367185,5389805
5367185,5400986
5367185,5391295
5367185,5397420
5367417,5443165
5367417,5437518
5367417,5374058
5367417,5405240
5367417,5376040
5367417,5414629
5367417,5383313
5367417,5377694
5367417,5458263
5367417,5369719
5367417,5377807
5367417,5414183
5367461,5401711
5367461,5374149
5367461,5376131
5367461,5374087
5367461,5376342
5367461,5551483
5367461,5456666
5367461,5642036
5367461,5394233
5367461,5374422
5367461,5443547
5367461,5398937
5367618,5396828
5367618,5443165
5367618,5387057
5367618,5383313
5367618,5413519
5367618,5385126
5367872,5456477
5367872,5437516
5367872,5409913
5367872,5426699
5367872,5370894
5367872,5410017
5367872,5387419
5367872,5379739
5367872,5405372
5367872,5390167
5367872,5390206
5367872,5382081
5367872,5437852
5367891,5367893
5367891,5367897
5367891,5367896
5367891,5367900
5367891,5367903
5367891,5367902
5367891,5367922
5367891,5367925
5367891,5367928
5367891,5497977
5367891,5367905
5367891,5367909
5367891,5367910
5367891,5367917
5367891,5367919
5367891,5507104
5367891,5367956
5367891,5367961
5367891,5367965
5367891,5367936
5367891,5367940
5367891,5367943
5367891,5411977
5367891,5537980
5367891,5537976
5367891,5367999
5367891,5663928
5367891,5367998
5367891,5367979
5367891,5406073
5367891,5465442
5367891,6050098
5367891,5412137
5367891,5684693
5367891,5607011
5367891,5377552
5367891,5377674
5367891,5377673
5367891,5517083
5367891,5371663
5367891,6244134
5367891,5754664
5367893,5367897
5367893,5367896
5367893,5367900
5367893,5367903
5367893,5367902
5367893,5367922
5367893,5367925
5367893,5367928
5367893,5367905
5367893,5367909
5367893,5367910
5367893,5367917
5367893,5367919
5367893,5367956
5367893,5367961
5367893,5367965
5367893,5367936
5367893,5367940
5367893,5367943
5367893,5367999
5367893,5367998
5367893,5367979
5367896,5367897
5367896,5367900
5367896,5367903
5367896,5367902
5367896,5367922
5367896,5367925
5367896,5367928
5367896,5367905
5367896,5367909
5367896,5367910
5367896,5367917
5367896,5367919
5367896,5412137
5367896,5367956
5367896,5367961
5367896,5367965
5367896,5367936
5367896,5367940
5367896,5367943
5367896,5377674
5367896,5377673
5367896,5367999
5367896,5367998
5367896,5367979
5367897,5367900
5367897,5367903
5367897,5367902
5367897,5367922
5367897,5367925
5367897,5367928
5367897,5367905
5367897,5367909
5367897,5367910
5367897,5367917
5367897,5367919
5367897,5367956
5367897,5367961
5367897,5367965
5367897,5367936
5367897,5367940
5367897,5367943
5367897,5367999
5367897,5367998
5367897,5367979
5367900,5367903
5367900,5367902
5367900,5367922
5367900,5367925
5367900,5367928
5367900,5367905
5367900,5367909
5367900,5367910
5367900,5367917
5367900,5367919
5367900,5377554
5367900,5377552
5367900,5377553
5367900,5377538
5367900,5377537
5367900,5377542
5367900,5377541
5367900,5377547
5367900,5377548
5367900,5507104
5367900,5367956
5367900,5367961
5367900,5367965
5367900,5367936
5367900,5367940
5367900,5367943
5367900,5377674
5367900,5377673
5367900,5411977
5367900,5605552
5367900,5367999
5367900,5367998
5367900,5573292
5367900,5367979
5367900,5406073
5367900,5465442
5367900,5493504
5367900,6050098
5367900,5684693
5367900,5513201
5367900,5377527
5367900,5377531
5367900,5377532
5367902,5388883
5367902,5388884
5367902,5367903
5367902,5367922
5367902,5367925
5367902,5367928
5367902,5367905
5367902,5367909
5367902,5367910
5367902,5367917
5367902,5367919
5367902,5377552
5367902,5377537
5367902,5367956
5367902,5367961
5367902,5367965
5367902,5367936
5367902,5367940
5367902,5367943
5367902,5367999
5367902,5367998
5367902,5367979
5367902,5517083
5367903,5367922
5367903,5367925
5367903,5367928
5367903,5367905
5367903,5367909
5367903,5607011
5367903,5367910
5367903,5367917
5367903,5367919
5367903,6050098
5367903,5367956
5367903,5367961
5367903,5367965
5367903,5367936
5367903,5367940
5367903,5367943
5367903,5367999
5367903,5663928
5367903,5367998
5367903,5367979
5367905,5367922
5367905,5367925
5367905,5367928
5367905,5367909
5367905,5367910
5367905,5367917
5367905,5367919
5367905,5377554
5367905,5377552
5367905,5377553
5367905,5377538
5367905,5377537
5367905,5377542
5367905,5377541
5367905,5377547
5367905,5377548
5367905,5507104
5367905,5377527
5367905,5377531
5367905,5377532
5367905,5367956
5367905,5367961
5367905,5367965
5367905,5367936
5367905,5367940
5367905,5367943
5367905,5367999
5367905,5367998
5367905,5367979
5367909,5367922
5367909,5367925
5367909,5367928
5367909,5367910
5367909,5367917
5367909,5367919
5367909,5517116
5367909,5466580
5367909,5543891
5367909,5367956
5367909,5367961
5367909,5367965
5367909,5367936
5367909,5367940
5367909,5367943
5367909,5367999
5367909,5367998
5367909,5367979
5367910,5367922
5367910,5367925
5367910,5367928
5367910,5367917
5367910,5367919
5367910,5367956
5367910,5367961
5367910,5367965
5367910,5367936
5367910,5367940
5367910,5367943
5367910,5367999
5367910,5367998
5367910,5367979
5367917,5367922
5367917,5367925
5367917,5367928
5367917,5367919
5367917,5367956
5367917,5367961
5367917,5367965
5367917,5367936
5367917,5367940
5367917,5367943
5367917,5637001
5367917,5537976
5367917,5367999
5367917,5367998
5367917,5367979
5367919,5367922
5367919,5367925
5367919,5367928
5367919,5368341
5367919,5367956
5367919,5367961
5367919,5367965
5367919,5367936
5367919,5367940
5367919,5367943
5367919,5367999
5367919,5367998
5367919,5533859
5367919,5367979
5367919,5754664
5367919,5482494
5367919,5482492
5367922,5367925
5367922,5367928
5367922,5565997
5367922,5548249
5367922,5591753
5367922,5367956
5367922,5367961
5367922,5367965
5367922,5367936
5367922,5367940
5367922,5367943
5367922,5591180
5367922,5591179
5367922,5605552
5367922,5537980
5367922,5537976
5367922,5367999
5367922,5367998
5367922,5367979
5367922,5578581
5367922,5517083
5367922,5493504
5367922,6006536
5367922,5374422
5367922,5489538
5367922,5637001
5367922,5615009
5367925,5367928
5367925,5367956
5367925,5367961
5367925,5367965
5367925,5367936
5367925,5367940
5367925,5367943
5367925,5367999
5367925,5367998
5367925,5367979
5367928,5550197
5367928,5368341
5367928,6132416
5367928,5367956
5367928,5367961
5367928,5367965
5367928,5367936
5367928,5367940
5367928,5367943
5367928,5367999
5367928,5367998
5367928,5533859
5367928,5367979
5367928,5406073
5367928,5493504
5367928,5371663
5367928,6244134
5367928,5480748
5367928,5482494
5367928,5482492
5367936,5367956
5367936,5367961
5367936,5367965
5367936,5367940
5367936,5367943
5367936,5367999
5367936,5367998
5367936,5367979
5367940,5406073
5367940,6244134
5367940,5367956
5367940,5367961
5367940,5367965
5367940,5367943
5367940,5377674
5367940,5367999
5367940,5367998
5367940,5367979
5367943,5377547
5367943,5367956
5367943,5367961
5367943,5367965
5367943,5367999
5367943,5367998
5367943,5367979
5367943,5406073
5367943,6244134
5367956,5507104
5367956,6244548
5367956,5367961
5367956,5367965
5367956,5377674
5367956,5367999
5367956,5367998
5367956,5367979
5367956,5900264
5367961,5388884
5367961,5517083
5367961,5482492
5367961,5367965
5367961,5367999
5367961,5367998
5367961,5367979
5367965,5507104
5367965,6244548
5367965,5900264
5367965,5377674
5367965,5367999
5367965,5367998
5367965,5367979
5367979,5406073
5367979,5493504
5367979,5371663
5367979,6244134
5367979,5480748
5367979,6132416
5367979,5367999
5367979,5367998
5367998,5607011
5367998,5377547
5367998,5367999
5367998,5663928
5367998,6050098
5367999,5607011
5367999,5517083
5367999,5517116
5367999,6050098
5367999,5663928
5368076,5625161
5368076,5394233
5368076,5454124
5368076,5452227
5368076,5422315
5368076,5503131
5368076,5379237
5368124,5659211
5368124,5615204
5368124,5485668
5368124,5377554
5368124,5557022
5368124,5430300
5368124,5479197
5368124,5377541
5368124,5425421
5368124,5368873
5368124,5625301
5368124,5700855
5368124,5567725
5368124,5502384
5368124,6035382
5368124,5502383
5368163,5437516
5368163,5413073
5368163,5678278
5368163,5385373
5368163,5380282
5368163,5409977
5368163,5426699
5368163,5379739
5368163,5392055
5368163,5374878
5368252,5396823
5368252,5374786
5368252,5376789
5368252,5433884
5368252,5375440
5368252,5403356
5368252,5385363
5368252,5734819
5368252,5399214
5368341,5482496
5368341,5482503
5368341,5482502
5368341,5482501
5368341,5482500
5368341,5482504
5368341,5482510
5368341,5482509
5368341,5483552
5368341,5483558
5368341,5483556
5368341,5483567
5368341,5533859
5368341,5404513
5368341,5482487
5368341,5482491
5368341,5482490
5368341,5482488
5368341,5482494
5368341,5482492
5368381,5462107
5368381,5375089
5368381,5418032
5368381,5370010
5368381,5436597
5368381,5379238
5368381,5512452
5368381,5399856
5368381,5374422
5368381,5375474
5368381,5400130
5368381,5628669
5368381,5744285
5368381,5421909
5368381,5398311
5368381,5443547
5368381,5373828
5368381,5762978
5368551,5410828
5368551,5406754
5368551,5376035
5368551,5380282
5368551,5396828
5368551,5376355
5368551,5413352
5368551,5373339
5368551,5388678
5368551,5380535
5368551,5417544
5368551,5711482
5368551,5416503
5368551,5433040
5368551,5532384
5368551,5414629
5368551,5379739
5368551,5396099
5368551,5374786
5368551,5374787
5368551,5389158
5368551,5609413
5368551,5368783
5368551,5391268
5368701,6087768
5368701,5417544
5368701,5410828
5368701,5418032
5368701,5423328
5368701,5486213
5368701,5569205
5368701,5379238
5368701,5390610
5368701,5387029
5368701,5407498
5368701,5642036
5368701,5374422
5368701,5416917
5368701,5443547
5368701,5374424
5368701,5399024
5368783,5417544
5368783,5711482
5368783,5410828
5368783,5416503
5368783,5406754
5368783,5376035
5368783,5433040
5368783,5532384
5368783,5414629
5368783,5428405
5368783,5419680
5368783,5396828
5368783,5943637
5368783,5609413
5368783,5418489
5368783,5388678
5368802,5671960
5368802,5428737
5368802,5370413
5368802,5380282
5368802,5388974
5368802,5815641
5368802,6041932
5368802,5643634
5368802,5422896
5368802,5379375
5368802,5445628
5368802,5389731
5368802,5371821
5368802,5371820
5368873,5376882
5368873,5550447
5368873,5377554
5368873,5377809
5368873,5557022
5368873,5377541
5368873,5565985
5368873,5591753
5368873,5700855
5368873,5567725
5368873,5373828
5368873,5486213
5368873,5591180
5368873,5502384
5368873,6035382
5368873,5502383
5368969,5369939
5368969,5426265
5368969,5375043
5368969,5398644
5368969,5393418
5368969,5418032
5368969,5403697
5368969,5410871
5368969,5376193
5368969,5376200
5368969,5440717
5368969,5393647
5368969,5370006
5368969,5413018
5368969,5413017
5368969,5385373
5368969,5374087
5368969,5423241
5368969,5369998
5368969,5567627
5368969,5560498
5368969,5387424
5368969,5396823
5368969,5387604
5368969,5418315
5368969,5370233
5368969,5375356
5368969,5482768
5368969,5384472
5368969,5417264
5368969,5375440
5368969,5374428
5368969,5378504
5368969,5389805
5368969,5402002
5368969,5400986
5368969,5734819
5368969,5377619
5368969,5464656
5368969,5601875
5368969,5403163
5368969,5402136
5368969,5370395
5368969,5415424
5368969,5426699
5368969,5430799
5368969,5379639
5368969,5420749
5368969,5381884
5368969,5452524
5368969,5380764
5368969,5392055
5368969,5500582
5368969,5399214
5368969,5421909
5368969,5645149
5368969,5409614
5368969,5413747
5368969,5393250
5368969,5416811
5368969,5380971
5368969,5371669
5368969,5376789
5368969,5388080
5368969,5392173
5368969,5397502
5368969,5371900
5368969,5520357
5368969,5525479
5368969,5374878
5368969,5413768
5368969,5550003
5368969,5391295
5368969,5397420
5369314,5421909
5369314,5411960
5369314,5531233
5369314,5372690
5369314,5371669
5369314,5417264
5369314,5387741
5369314,5381364
5369314,5369846
5369314,5389805
5369314,5597077
5369314,5509788
5369314,5388955
5369314,5374087
5369419,5375513
5369419,5412272
5369419,5395901
5369576,5376095
5369576,5376193
5369576,5369998
5369576,5379254
5369576,5418315
5369576,5402986
5369576,5437736
5369576,5726674
5369576,5726673
5369576,5452217
5369576,5408163
5369576,5402019
5369576,5427630
5369576,5381696
5369576,5660273
5369576,5387898
5369576,5409389
5369576,5387988
5369576,5423763
5369576,5375819
5369576,5462887
5369576,5469969
5369576,5380871
5369576,5414690
5369719,5375089
5369719,5374058
5369719,5825027
5369719,5376040
5369719,5377694
5369719,5551257
5369719,5532288
5369719,5458263
5369719,5550447
5369719,5377807
5369719,5414183
5369719,5452227
5369719,5375474
5369719,5373828
5369819,5396584
5369819,5391465
5369819,5410344
5369819,5379375
5369819,5378504
5369819,5400986
5369819,5413018
5369819,5392055
5369819,5397420
5369846,5421909
5369846,5411960
5369846,5531233
5369846,5372690
5369846,5371669
5369846,5417264
5369846,5387741
5369846,5389805
5369846,5597077
5369846,5509788
5369846,5388955
5369913,5464656
5369913,5426265
5369913,5494620
5369913,5411080
5369913,5403697
5369913,5650493
5369913,5375440
5369913,5376200
5369913,5397502
5369913,5371900
5369913,5520357
5369913,5489643
5369913,5391000
5369913,5389962
5369913,5744050
5369939,5377619
5369939,5383291
5369939,5415424
5369939,5403697
5369939,5413018
5369939,5411007
5369939,5396823
5369939,5422933
5369939,5400908
5369939,5393250
5369939,5399312
5369939,5388080
5369939,5387758
5369939,5374878
5369939,5550003
5369998,5393418
5369998,5413073
5369998,5376193
5369998,5376200
5369998,5379314
5369998,5560498
5369998,5370233
5369998,5375440
5369998,5375441
5369998,5400986
5369998,5744050
5369998,5376740
5369998,5509788
5369998,5391000
5369998,5380764
5369998,5392055
5369998,5399214
5369998,5424963
5369998,5409614
5369998,5565295
5369998,5557035
5369998,5397502
5369998,5371793
5369998,5391295
5370006,5387604
5370006,5375043
5370006,5413747
5370006,5370233
5370006,5380971
5370006,5430799
5370006,5418032
5370006,5394642
5370006,5387988
5370006,5378504
5370006,5373645
5370006,5440717
5370006,5520357
5370006,5423328
5370006,5423241
5370006,5384116
5370006,5375143
5370006,5381807
5370010,5375094
5370010,5379238
5370010,5373278
5370010,5550447
5370010,5415170
5370010,5425625
5370010,5375474
5370010,5536276
5370010,5486213
5370010,5398311
5370010,5373936
5370010,5373828
5370233,5391425
5370233,5393418
5370233,5376193
5370233,5376200
5370233,5423328
5370233,5560498
5370233,5411007
5370233,5388955
5370233,5399214
5370233,5375819
5370233,5376789
5370233,5402420
5370233,5443547
5370233,5382081
5370233,5397502
5370233,5489643
5370233,5371793
5370233,5456820
5370395,5375440
5370395,5601875
5370395,5375043
5370395,5400908
5370395,5381884
5370395,5371669
5370395,5384472
5370395,5402136
5370395,5380764
5370395,5413768
5370395,5392055
5370395,5399214
5370395,5392173
5370413,5391425
5370413,5671960
5370413,5370894
5370413,5410017
5370413,5815641
5370413,6041932
5370413,5643634
5370413,5474576
5370413,5452165
5370413,5427639
5370413,5375418
5370413,5422605
5370413,5388974
5370413,5565295
5370413,5422896
5370413,5472059
5370413,5445628
5370413,5371821
5370413,5371820
5370799,5430300
5370799,5418032
5370799,5379238
5370799,5550447
5370799,5374422
5370799,5374424
5370799,5454456
5370799,5536276
5370799,5628669
5370799,5764861
5370799,5433065
5370799,5375819
5370799,5642036
5370799,5697328
5370799,5416917
5370799,5443547
5370799,5371793
5370893,5381747
5370893,5403746
5370893,5373038
5370893,5370894
5370893,5563966
5370893,6303475
5370893,5465319
5370893,5409978
5370893,5409977
5370893,5377874
5370893,5390167
5370893,5396823
5370893,5390206
5370893,5406464
5370893,5471701
5370893,5437852
5370893,5402547
5370894,5437516
5370894,5471437
5370894,5410017
5370894,5387419
5370894,5474576
5370894,5456477
5370894,5403163
5370894,5407259
5370894,5379739
5370894,5405372
5370894,5390206
5370894,5406464
5371532,5462107
5371532,5591044
5371532,5628669
5371532,5532288
5371532,5486213
5371532,5484723
5371532,5568188
5371532,5500582
5371532,5387081
5371532,5524268
5371532,5373936
5371532,5439920
5371663,5497676
5371663,5406073
5371663,5493504
5371663,5612836
5371663,6244134
5371663,5480748
5371663,6132416
5371663,5708443
5371663,5377674
5371663,5377673
5371663,5383094
5371663,5390774
5371669,5426265
5371669,5375043
5371669,5398644
5371669,5411960
5371669,5507074
5371669,5605603
5371669,5393647
5371669,5385363
5371669,5413018
5371669,5413017
5371669,5423241
5371669,5567627
5371669,5387424
5371669,5396823
5371669,5418315
5371669,5400908
5371669,5375356
5371669,5482768
5371669,5384472
5371669,5652741
5371669,5417264
5371669,5383472
5371669,5375440
5371669,5375441
5371669,5374428
5371669,5387741
5371669,5546494
5371669,5389805
5371669,5402002
5371669,5400986
5371669,5399970
5371669,5734819
5371669,5421479
5371669,5464656
5371669,5601875
5371669,5477985
5371669,5531233
5371669,5455462
5371669,5436013
5371669,5402136
5371669,5433884
5371669,5428737
5371669,5426699
5371669,5379639
5371669,5373645
5371669,5381884
5371669,5452524
5371669,5509788
5371669,5388955
5371669,5380764
5371669,5474957
5371669,5426867
5371669,5392055
5371669,5399214
5371669,5421909
5371669,5412693
5371669,5645149
5371669,6355822
5371669,5413747
5371669,5389158
5371669,5399312
5371669,5372690
5371669,5388080
5371669,5430068
5371669,5392173
5371669,5397502
5371669,5525479
5371669,5597077
5371669,5374878
5371669,5413768
5371698,5375094
5371698,5413747
5371698,5406069
5371698,5384472
5371698,5406464
5371698,5415320
5371793,5460037
5371793,5393418
5371793,5376193
5371793,5379254
5371793,5390610
5371793,5459205
5371793,5375440
5371793,5374422
5371793,5375418
5371793,5437862
5371793,5421479
5371793,5454456
5371793,5386991
5371793,5399214
5371793,5381807
5371793,5565295
5371793,5416917
5371793,5440452
5371793,5371900
5371793,5391293
5371815,5428242
5371815,5428243
5371815,5428246
5371815,5428251
5371815,5428226
5371815,5428224
5371815,5428231
5371815,5428228
5371815,5428236
5371815,5428237
5371815,5428264
5371815,5416489
5371815,5395187
5371815,5428214
5371815,5428217
5371815,5376740
5371815,5398937
5371815,5391774
5371815,5379254
5371820,5815641
5371820,6041932
5371820,5643634
5371820,5671960
5371820,5422896
5371820,5375440
5371820,5375441
5371820,5445628
5371820,5375418
5371820,5371821
5371820,5388974
5371821,5671960
5371821,5422605
5371821,5388974
5371821,5815641
5371821,6041932
5371821,5643634
5371821,5565295
5371821,5422896
5371821,5445628
5371860,5382667
5371860,5436479
5371860,5464339
5371860,5445930
5371860,5613458
5371860,5378470
5371900,5464656
5371900,5426265
5371900,5402136
5371900,5433884
5371900,5650493
5371900,5410344
5371900,5376200
5371900,5380302
5371900,5440717
5371900,5384439
5371900,5373180
5371900,5423763
5371900,5389962
5371900,5392055
5371900,5393250
5371900,5411080
5371900,5388080
5371900,5379375
5371900,5375440
5371900,5413858
5371900,5520357
5371900,5489643
5371900,5391293
5371900,5397420
5372115,5421909
5372234,5462107
5372234,5400130
5372234,5518967
5372234,5375089
5372234,5578864
5372234,5374058
5372234,5426705
5372234,5377053
5372234,5460535
5372234,5551257
5372234,5441155
5372234,5524268
5372690,5377619
5372690,5411960
5372690,5531233
5372690,5373180
5372690,5509788
5372690,5388955
5372690,5421909
5372690,5417264
5372690,5374428
5372690,5387741
5372690,5389805
5372690,5597077
5372952,5545993
5372952,5420093
5372952,5669154
5372952,5422806
5372952,5408142
5373038,5449754
5373038,5733376
5373038,5401767
5373038,5474576
5373038,5745924
5373038,5376268
5373038,5395756
5373038,5471701
5373038,5481958
5373038,5860763
5373038,5437852
5373038,5399106
5373038,5563966
5373038,6303475
5373038,5373684
5373038,5437164
5373038,5458595
5373038,5377874
5373038,5390167
5373038,5386053
5373038,5408624
5373038,5390206
5373038,5442415
5373038,5406464
5373038,5402547
5373180,5377619
5373180,5375043
5373180,5393250
5373180,5402136
5373180,5433884
5373180,5410344
5373180,5379375
5373180,5376200
5373180,5413858
5373180,5423763
